Entity,Code,Year,Low-carbon energy (% sub energy)
Ireland,IRL,1996,1.517
Ireland,IRL,1997,1.542
Ireland,IRL,1998,2.073
Ireland,IRL,1999,1.882
Ireland,IRL,2000,1.908
Ireland,IRL,2001,1.55
Ireland,IRL,2002,2.085
Ireland,IRL,2003,1.752
Ireland,IRL,2004,2.105
Ireland,IRL,2005,2.694
Ireland,IRL,2006,3.464
Ireland,IRL,2007,3.771
Ireland,IRL,2008,4.831
Ireland,IRL,2009,6.026
Ireland,IRL,2010,5.45
Ireland,IRL,2011,8.326
Ireland,IRL,2012,8.104
Ireland,IRL,2013,8.798
Ireland,IRL,2014,9.955
Ireland,IRL,2015,11.494
Ireland,IRL,2016,10.488
Ireland,IRL,2017,12.273
Ireland,IRL,2018,13.708
Ireland,IRL,2019,15.45
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0.006
Israel,ISR,1982,0.006
Israel,ISR,1983,0.003
Israel,ISR,1984,0.005
Israel,ISR,1985,0.006
Israel,ISR,1986,0.016
Israel,ISR,1987,0.024
Israel,ISR,1988,0.022
Israel,ISR,1989,0.006
Israel,ISR,1990,0.006
Israel,ISR,1991,0.012
Israel,ISR,1992,0.054
Israel,ISR,1993,0.045
Israel,ISR,1994,0.037
Israel,ISR,1995,0.036
Israel,ISR,1996,0.033
Israel,ISR,1997,0.035
Israel,ISR,1998,0.032
Israel,ISR,1999,0.041
Israel,ISR,2000,0.037
Israel,ISR,2001,0.024
Israel,ISR,2002,0.037
Israel,ISR,2003,0.048
Israel,ISR,2004,0.043
Israel,ISR,2005,0.041
Israel,ISR,2006,0.026
Israel,ISR,2007,0.024
Israel,ISR,2008,0.031
Israel,ISR,2009,0.1
Israel,ISR,2010,0.161
Israel,ISR,2011,0.277
Israel,ISR,2012,0.423
Israel,ISR,2013,0.534
Israel,ISR,2014,0.872
Israel,ISR,2015,1.124
Israel,ISR,2016,1.485
Israel,ISR,2017,1.402
Israel,ISR,2018,1.451
Israel,ISR,2019,2.302
Italy,ITA,1965,14.734
Italy,ITA,1966,14.151
Italy,ITA,1967,12.552
Italy,ITA,1968,11.586
Italy,ITA,1969,10.27
Italy,ITA,1970,9.521
Italy,ITA,1971,8.826
Italy,ITA,1972,8.799
Italy,ITA,1973,7.688
Italy,ITA,1974,7.854
Italy,ITA,1975,8.619
Italy,ITA,1976,7.826
Italy,ITA,1977,9.723
Italy,ITA,1978,8.746
Italy,ITA,1979,8.27
Italy,ITA,1980,8.328
Italy,ITA,1981,8.14
Italy,ITA,1982,8.741
Italy,ITA,1983,8.728
Italy,ITA,1984,8.958
Italy,ITA,1985,8.749
Italy,ITA,1986,8.853
Italy,ITA,1987,6.984
Italy,ITA,1988,6.988
Italy,ITA,1989,5.692
Italy,ITA,1990,5.309
Italy,ITA,1991,6.773
Italy,ITA,1992,6.812
Italy,ITA,1993,6.84
Italy,ITA,1994,7.31
Italy,ITA,1995,6.034
Italy,ITA,1996,6.718
Italy,ITA,1997,6.623
Italy,ITA,1998,6.489
Italy,ITA,1999,6.946
Italy,ITA,2000,6.791
Italy,ITA,2001,7.169
Italy,ITA,2002,6.384
Italy,ITA,2003,5.957
Italy,ITA,2004,6.809
Italy,ITA,2005,6.053
Italy,ITA,2006,6.325
Italy,ITA,2007,6.033
Italy,ITA,2008,7.679
Italy,ITA,2009,9.909
Italy,ITA,2010,10.704
Italy,ITA,2011,11.673
Italy,ITA,2012,13.268
Italy,ITA,2013,16.461
Italy,ITA,2014,18.47
Italy,ITA,2015,16.244
Italy,ITA,2016,15.814
Italy,ITA,2017,15.012
Italy,ITA,2018,16.326
Italy,ITA,2019,16.29
Japan,JPN,1965,11.679
Japan,JPN,1966,11.104
Japan,JPN,1967,8.382
Japan,JPN,1968,8.094
Japan,JPN,1969,7.287
Japan,JPN,1970,6.841
Japan,JPN,1971,7.404
Japan,JPN,1972,7.249
Japan,JPN,1973,5.281
Japan,JPN,1974,7.039
Japan,JPN,1975,7.817
Japan,JPN,1976,8.173
Japan,JPN,1977,7.227
Japan,JPN,1978,8.59
Japan,JPN,1979,9.665
Japan,JPN,1980,11.254
Japan,JPN,1981,11.717
Japan,JPN,1982,13.399
Japan,JPN,1983,14.293
Japan,JPN,1984,13.695
Japan,JPN,1985,15.923
Japan,JPN,1986,16.205
Japan,JPN,1987,16.996
Japan,JPN,1988,16.09
Japan,JPN,1989,16.356
Japan,JPN,1990,15.737
Japan,JPN,1991,16.51
Japan,JPN,1992,16.006
Japan,JPN,1993,17.977
Japan,JPN,1994,16.539
Japan,JPN,1995,17.988
Japan,JPN,1996,18.068
Japan,JPN,1997,19.345
Japan,JPN,1998,20.117
Japan,JPN,1999,19.145
Japan,JPN,2000,19.043
Japan,JPN,2001,19.046
Japan,JPN,2002,18.71
Japan,JPN,2003,15.468
Japan,JPN,2004,17.677
Japan,JPN,2005,17.152
Japan,JPN,2006,18.085
Japan,JPN,2007,16.508
Japan,JPN,2008,15.454
Japan,JPN,2009,17.71
Japan,JPN,2010,18.238
Japan,JPN,2011,12.854
Japan,JPN,2012,6.019
Japan,JPN,2013,6.308
Japan,JPN,2014,6.376
Japan,JPN,2015,7.612
Japan,JPN,2016,7.758
Japan,JPN,2017,9.06
Japan,JPN,2018,10.774
Japan,JPN,2019,12.446
Kazakhstan,KAZ,1985,1.82
Kazakhstan,KAZ,1986,1.633
Kazakhstan,KAZ,1987,1.915
Kazakhstan,KAZ,1988,2.254
Kazakhstan,KAZ,1989,2.421
Kazakhstan,KAZ,1990,2.384
Kazakhstan,KAZ,1991,2.508
Kazakhstan,KAZ,1992,2.406
Kazakhstan,KAZ,1993,3.004
Kazakhstan,KAZ,1994,3.994
Kazakhstan,KAZ,1995,3.912
Kazakhstan,KAZ,1996,3.964
Kazakhstan,KAZ,1997,4.12
Kazakhstan,KAZ,1998,4.006
Kazakhstan,KAZ,1999,4.197
Kazakhstan,KAZ,2000,5.61
Kazakhstan,KAZ,2001,5.313
Kazakhstan,KAZ,2002,5.673
Kazakhstan,KAZ,2003,4.965
Kazakhstan,KAZ,2004,4.345
Kazakhstan,KAZ,2005,4.008
Kazakhstan,KAZ,2006,3.726
Kazakhstan,KAZ,2007,3.496
Kazakhstan,KAZ,2008,3.006
Kazakhstan,KAZ,2009,3.048
Kazakhstan,KAZ,2010,3.276
Kazakhstan,KAZ,2011,2.905
Kazakhstan,KAZ,2012,2.7
Kazakhstan,KAZ,2013,2.685
Kazakhstan,KAZ,2014,2.814
Kazakhstan,KAZ,2015,3.233
Kazakhstan,KAZ,2016,4.013
Kazakhstan,KAZ,2017,3.668
Kazakhstan,KAZ,2018,3.095
Kazakhstan,KAZ,2019,3.1
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0.002
Kuwait,KWT,2015,0.003
Kuwait,KWT,2016,0.026
Kuwait,KWT,2017,0.038
Kuwait,KWT,2018,0.047
Kuwait,KWT,2019,0.087
Latvia,LVA,1985,7.824
Latvia,LVA,1986,8.486
Latvia,LVA,1987,11.486
Latvia,LVA,1988,9.862
Latvia,LVA,1989,11.87
Latvia,LVA,1990,14.58
Latvia,LVA,1991,11.502
Latvia,LVA,1992,12.376
Latvia,LVA,1993,16.424
Latvia,LVA,1994,19.52
Latvia,LVA,1995,18.524
Latvia,LVA,1996,12.568
Latvia,LVA,1997,19.903
Latvia,LVA,1998,26.84
Latvia,LVA,1999,20.115
Latvia,LVA,2000,21.06
Latvia,LVA,2001,19.507
Latvia,LVA,2002,16.788
Latvia,LVA,2003,15.881
Latvia,LVA,2004,19.229
Latvia,LVA,2005,19.814
Latvia,LVA,2006,16.909
Latvia,LVA,2007,16.534
Latvia,LVA,2008,18.561
Latvia,LVA,2009,21.567
Latvia,LVA,2010,19.324
Latvia,LVA,2011,18.216
Latvia,LVA,2012,23.379
Latvia,LVA,2013,20.82
Latvia,LVA,2014,17.599
Latvia,LVA,2015,17.223
Latvia,LVA,2016,20.131
Latvia,LVA,2017,28.697
Latvia,LVA,2018,20.11
Latvia,LVA,2019,18.18
Lithuania,LTU,1985,15.231
Lithuania,LTU,1986,17.172
Lithuania,LTU,1987,15.235
Lithuania,LTU,1988,20.087
Lithuania,LTU,1989,23.961
Lithuania,LTU,1990,24.136
Lithuania,LTU,1991,22.68
Lithuania,LTU,1992,31.991
Lithuania,LTU,1993,34.651
Lithuania,LTU,1994,25.839
Lithuania,LTU,1995,34.63
Lithuania,LTU,1996,37.251
Lithuania,LTU,1997,34.856
Lithuania,LTU,1998,36.864
Lithuania,LTU,1999,32.58
Lithuania,LTU,2000,31.404
Lithuania,LTU,2001,35.642
Lithuania,LTU,2002,41.206
Lithuania,LTU,2003,42.601
Lithuania,LTU,2004,41.206
Lithuania,LTU,2005,31.296
Lithuania,LTU,2006,27.308
Lithuania,LTU,2007,28.432
Lithuania,LTU,2008,28.734
Lithuania,LTU,2009,34.211
Lithuania,LTU,2010,3.625
Lithuania,LTU,2011,4.238
Lithuania,LTU,2012,4.463
Lithuania,LTU,2013,6.207
Lithuania,LTU,2014,6.331
Lithuania,LTU,2015,6.704
Lithuania,LTU,2016,8.146
Lithuania,LTU,2017,9.318
Lithuania,LTU,2018,7.799
Lithuania,LTU,2019,8.88
Luxembourg,LUX,1965,0.574
Luxembourg,LUX,1966,0.539
Luxembourg,LUX,1967,0.618
Luxembourg,LUX,1968,0.584
Luxembourg,LUX,1969,0.472
Luxembourg,LUX,1970,0.502
Luxembourg,LUX,1971,0.295
Luxembourg,LUX,1972,0.338
Luxembourg,LUX,1973,0.281
Luxembourg,LUX,1974,0.409
Luxembourg,LUX,1975,0.426
Luxembourg,LUX,1976,0.268
Luxembourg,LUX,1977,0.644
Luxembourg,LUX,1978,0.607
Luxembourg,LUX,1979,0.642
Luxembourg,LUX,1980,0.722
Luxembourg,LUX,1981,0.919
Luxembourg,LUX,1982,0.889
Luxembourg,LUX,1983,0.931
Luxembourg,LUX,1984,0.927
Luxembourg,LUX,1985,0.754
Luxembourg,LUX,1986,0.908
Luxembourg,LUX,1987,1.138
Luxembourg,LUX,1988,1.046
Luxembourg,LUX,1989,0.705
Luxembourg,LUX,1990,0.617
Luxembourg,LUX,1991,0.682
Luxembourg,LUX,1992,0.567
Luxembourg,LUX,1993,0.56
Luxembourg,LUX,1994,0.72
Luxembourg,LUX,1995,0.881
Luxembourg,LUX,1996,0.601
Luxembourg,LUX,1997,0.837
Luxembourg,LUX,1998,1.206
Luxembourg,LUX,1999,0.972
Luxembourg,LUX,2000,1.275
Luxembourg,LUX,2001,1.162
Luxembourg,LUX,2002,0.953
Luxembourg,LUX,2003,0.842
Luxembourg,LUX,2004,1.022
Luxembourg,LUX,2005,1.071
Luxembourg,LUX,2006,1.273
Luxembourg,LUX,2007,1.404
Luxembourg,LUX,2008,1.5
Luxembourg,LUX,2009,1.479
Luxembourg,LUX,2010,1.397
Luxembourg,LUX,2011,1.307
Luxembourg,LUX,2012,1.658
Luxembourg,LUX,2013,2.079
Luxembourg,LUX,2014,2.292
Luxembourg,LUX,2015,2.54
Luxembourg,LUX,2016,2.715
Luxembourg,LUX,2017,3.4
Luxembourg,LUX,2018,3.682
Luxembourg,LUX,2019,4.061
Malaysia,MYS,1965,5.638
Malaysia,MYS,1966,5.695
Malaysia,MYS,1967,5.903
Malaysia,MYS,1968,6.422
Malaysia,MYS,1969,7.732
Malaysia,MYS,1970,8.245
Malaysia,MYS,1971,6.513
Malaysia,MYS,1972,6.352
Malaysia,MYS,1973,5.673
Malaysia,MYS,1974,5.075
Malaysia,MYS,1975,4.882
Malaysia,MYS,1976,4.145
Malaysia,MYS,1977,3.026
Malaysia,MYS,1978,2.593
Malaysia,MYS,1979,2.589
Malaysia,MYS,1980,3.071
Malaysia,MYS,1981,3.319
Malaysia,MYS,1982,2.963
Malaysia,MYS,1983,3.002
Malaysia,MYS,1984,5.51
Malaysia,MYS,1985,6.017
Malaysia,MYS,1986,5.869
Malaysia,MYS,1987,6.857
Malaysia,MYS,1988,7.453
Malaysia,MYS,1989,6.169
Malaysia,MYS,1990,4.346
Malaysia,MYS,1991,3.966
Malaysia,MYS,1992,3.534
Malaysia,MYS,1993,3.837
Malaysia,MYS,1994,4.695
Malaysia,MYS,1995,4.32
Malaysia,MYS,1996,3.226
Malaysia,MYS,1997,2.232
Malaysia,MYS,1998,2.564
Malaysia,MYS,1999,3.838
Malaysia,MYS,2000,3.446
Malaysia,MYS,2001,2.984
Malaysia,MYS,2002,2.43
Malaysia,MYS,2003,2.101
Malaysia,MYS,2004,2.187
Malaysia,MYS,2005,2.186
Malaysia,MYS,2006,2.2
Malaysia,MYS,2007,1.982
Malaysia,MYS,2008,2.436
Malaysia,MYS,2009,2.406
Malaysia,MYS,2010,2.136
Malaysia,MYS,2011,2.58
Malaysia,MYS,2012,2.676
Malaysia,MYS,2013,3.082
Malaysia,MYS,2014,3.327
Malaysia,MYS,2015,3.407
Malaysia,MYS,2016,4.538
Malaysia,MYS,2017,5.885
Malaysia,MYS,2018,5.906
Malaysia,MYS,2019,6.009
Mexico,MEX,1965,8.439
Mexico,MEX,1966,9.102
Mexico,MEX,1967,9.728
Mexico,MEX,1968,10.253
Mexico,MEX,1969,9.903
Mexico,MEX,1970,10.385
Mexico,MEX,1971,9.587
Mexico,MEX,1972,9.242
Mexico,MEX,1973,9.12
Mexico,MEX,1974,8.599
Mexico,MEX,1975,7.356
Mexico,MEX,1976,7.854
Mexico,MEX,1977,8.262
Mexico,MEX,1978,6.231
Mexico,MEX,1979,6.377
Mexico,MEX,1980,5.482
Mexico,MEX,1981,7.123
Mexico,MEX,1982,6.468
Mexico,MEX,1983,5.963
Mexico,MEX,1984,6.458
Mexico,MEX,1985,7.397
Mexico,MEX,1986,6.254
Mexico,MEX,1987,5.81
Mexico,MEX,1988,6.442
Mexico,MEX,1989,7.008
Mexico,MEX,1990,7.13
Mexico,MEX,1991,6.897
Mexico,MEX,1992,7.692
Mexico,MEX,1993,7.857
Mexico,MEX,1994,5.995
Mexico,MEX,1995,8.416
Mexico,MEX,1996,8.724
Mexico,MEX,1997,8.069
Mexico,MEX,1998,7.236
Mexico,MEX,1999,8.714
Mexico,MEX,2000,8.135
Mexico,MEX,2001,7.453
Mexico,MEX,2002,6.777
Mexico,MEX,2003,6.128
Mexico,MEX,2004,6.443
Mexico,MEX,2005,6.741
Mexico,MEX,2006,6.794
Mexico,MEX,2007,6.362
Mexico,MEX,2008,7.646
Mexico,MEX,2009,6.094
Mexico,MEX,2010,6.704
Mexico,MEX,2011,6.8
Mexico,MEX,2012,6.22
Mexico,MEX,2013,6.185
Mexico,MEX,2014,7.513
Mexico,MEX,2015,7.074
Mexico,MEX,2016,6.988
Mexico,MEX,2017,7.203
Mexico,MEX,2018,8.033
Mexico,MEX,2019,8.518
Morocco,MAR,1965,19.237
Morocco,MAR,1966,12.637
Morocco,MAR,1967,10.591
Morocco,MAR,1968,11.202
Morocco,MAR,1969,13.224
Morocco,MAR,1970,12.419
Morocco,MAR,1971,13.191
Morocco,MAR,1972,12.812
Morocco,MAR,1973,8.591
Morocco,MAR,1974,9.016
Morocco,MAR,1975,6.731
Morocco,MAR,1976,6.098
Morocco,MAR,1977,7.443
Morocco,MAR,1978,7.273
Morocco,MAR,1979,7.285
Morocco,MAR,1980,6.955
Morocco,MAR,1981,4.84
Morocco,MAR,1982,2.62
Morocco,MAR,1983,2.145
Morocco,MAR,1984,1.61
Morocco,MAR,1985,2.07
Morocco,MAR,1986,2.649
Morocco,MAR,1987,3.301
Morocco,MAR,1988,3.546
Morocco,MAR,1989,3.985
Morocco,MAR,1990,4.106
Morocco,MAR,1991,4.074
Morocco,MAR,1992,2.861
Morocco,MAR,1993,1.3
Morocco,MAR,1994,2.237
Morocco,MAR,1995,1.658
Morocco,MAR,1996,5.092
Morocco,MAR,1997,5.214
Morocco,MAR,1998,4.334
Morocco,MAR,1999,1.936
Morocco,MAR,2000,1.851
Morocco,MAR,2001,2.326
Morocco,MAR,2002,2.187
Morocco,MAR,2003,3.443
Morocco,MAR,2004,3.27
Morocco,MAR,2005,1.958
Morocco,MAR,2006,1.898
Morocco,MAR,2007,1.929
Morocco,MAR,2008,1.786
Morocco,MAR,2009,4.441
Morocco,MAR,2010,5.553
Morocco,MAR,2011,3.432
Morocco,MAR,2012,2.932
Morocco,MAR,2013,4.818
Morocco,MAR,2014,4.202
Morocco,MAR,2015,5.086
Morocco,MAR,2016,5.282
Morocco,MAR,2017,4.99
Morocco,MAR,2018,6.715
Morocco,MAR,2019,7.086
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0.015
Netherlands,NLD,1969,0.15
Netherlands,NLD,1970,0.155
Netherlands,NLD,1971,0.162
Netherlands,NLD,1972,0.112
Netherlands,NLD,1973,0.358
Netherlands,NLD,1974,1.116
Netherlands,NLD,1975,1.398
Netherlands,NLD,1976,1.469
Netherlands,NLD,1977,1.444
Netherlands,NLD,1978,1.63
Netherlands,NLD,1979,1.375
Netherlands,NLD,1980,1.665
Netherlands,NLD,1981,1.594
Netherlands,NLD,1982,1.513
Netherlands,NLD,1983,1.382
Netherlands,NLD,1984,1.299
Netherlands,NLD,1985,1.467
Netherlands,NLD,1986,1.536
Netherlands,NLD,1987,1.344
Netherlands,NLD,1988,1.423
Netherlands,NLD,1989,1.558
Netherlands,NLD,1990,1.316
Netherlands,NLD,1991,1.279
Netherlands,NLD,1992,1.427
Netherlands,NLD,1993,1.491
Netherlands,NLD,1994,1.556
Netherlands,NLD,1995,1.551
Netherlands,NLD,1996,1.639
Netherlands,NLD,1997,1.236
Netherlands,NLD,1998,1.701
Netherlands,NLD,1999,1.779
Netherlands,NLD,2000,1.909
Netherlands,NLD,2001,1.926
Netherlands,NLD,2002,2.072
Netherlands,NLD,2003,2.069
Netherlands,NLD,2004,2.278
Netherlands,NLD,2005,2.78
Netherlands,NLD,2006,2.883
Netherlands,NLD,2007,3.188
Netherlands,NLD,2008,3.612
Netherlands,NLD,2009,4.092
Netherlands,NLD,2010,3.72
Netherlands,NLD,2011,4.274
Netherlands,NLD,2012,4.401
Netherlands,NLD,2013,4.155
Netherlands,NLD,2014,4.625
Netherlands,NLD,2015,4.992
Netherlands,NLD,2016,5.036
Netherlands,NLD,2017,5.795
Netherlands,NLD,2018,6.427
Netherlands,NLD,2019,7.533
New Zealand,NZL,1965,37.885
New Zealand,NZL,1966,38.167
New Zealand,NZL,1967,38.447
New Zealand,NZL,1968,39.765
New Zealand,NZL,1969,38.756
New Zealand,NZL,1970,37.436
New Zealand,NZL,1971,40.197
New Zealand,NZL,1972,39.759
New Zealand,NZL,1973,37.761
New Zealand,NZL,1974,38.869
New Zealand,NZL,1975,41.724
New Zealand,NZL,1976,37.699
New Zealand,NZL,1977,35.118
New Zealand,NZL,1978,37.658
New Zealand,NZL,1979,42.961
New Zealand,NZL,1980,45.022
New Zealand,NZL,1981,45.595
New Zealand,NZL,1982,41.274
New Zealand,NZL,1983,42.629
New Zealand,NZL,1984,41.875
New Zealand,NZL,1985,39.889
New Zealand,NZL,1986,41.052
New Zealand,NZL,1987,39.964
New Zealand,NZL,1988,40.12
New Zealand,NZL,1989,44.713
New Zealand,NZL,1990,39.336
New Zealand,NZL,1991,38.357
New Zealand,NZL,1992,35.568
New Zealand,NZL,1993,38.156
New Zealand,NZL,1994,39.247
New Zealand,NZL,1995,39.963
New Zealand,NZL,1996,37.537
New Zealand,NZL,1997,33.805
New Zealand,NZL,1998,36.95
New Zealand,NZL,1999,33.811
New Zealand,NZL,2000,34.591
New Zealand,NZL,2001,31.031
New Zealand,NZL,2002,33.458
New Zealand,NZL,2003,32.637
New Zealand,NZL,2004,36.028
New Zealand,NZL,2005,33.092
New Zealand,NZL,2006,33.211
New Zealand,NZL,2007,33.737
New Zealand,NZL,2008,32.834
New Zealand,NZL,2009,36.182
New Zealand,NZL,2010,37.067
New Zealand,NZL,2011,37.784
New Zealand,NZL,2012,35.116
New Zealand,NZL,2013,35.134
New Zealand,NZL,2014,35.779
New Zealand,NZL,2015,36.209
New Zealand,NZL,2016,37.19
New Zealand,NZL,2017,35.542
New Zealand,NZL,2018,36.672
New Zealand,NZL,2019,35.4
North America,,1965,5.876
North America,,1966,5.849
North America,,1967,6.171
North America,,1968,5.992
North America,,1969,6.307
North America,,1970,6.285
North America,,1971,6.719
North America,,1972,6.976
North America,,1973,7.322
North America,,1974,8.395
North America,,1975,9.177
North America,,1976,8.977
North America,,1977,8.926
North America,,1978,10.045
North America,,1979,9.811
North America,,1980,10.089
North America,,1981,10.709
North America,,1982,11.702
North America,,1983,12.424
North America,,1984,12.452
North America,,1985,12.98
North America,,1986,13.579
North America,,1987,13.321
North America,,1988,13.278
North America,,1989,13.41
North America,,1990,14.257
North America,,1991,14.874
North America,,1992,14.477
North America,,1993,14.632
North America,,1994,14.563
North America,,1995,15.181
North America,,1996,15.21
North America,,1997,14.581
North America,,1998,14.341
North America,,1999,14.791
North America,,2000,14.402
North America,,2001,14.029
North America,,2002,14.453
North America,,2003,14.172
North America,,2004,14.232
North America,,2005,14.38
North America,,2006,14.802
North America,,2007,14.557
North America,,2008,15.398
North America,,2009,16.256
North America,,2010,15.884
North America,,2011,16.712
North America,,2012,16.717
North America,,2013,16.88
North America,,2014,16.929
North America,,2015,17.147
North America,,2016,17.854
North America,,2017,18.414
North America,,2018,17.978
North America,,2019,18.29
North Macedonia,MKD,1990,4.612
North Macedonia,MKD,1991,8.041
North Macedonia,MKD,1992,7.83
North Macedonia,MKD,1993,4.804
North Macedonia,MKD,1994,6.818
North Macedonia,MKD,1995,7.805
North Macedonia,MKD,1996,7.127
North Macedonia,MKD,1997,8.375
North Macedonia,MKD,1998,8.919
North Macedonia,MKD,1999,11.962
North Macedonia,MKD,2000,10.608
North Macedonia,MKD,2001,5.975
North Macedonia,MKD,2002,7.353
North Macedonia,MKD,2003,11.796
North Macedonia,MKD,2004,12.81
North Macedonia,MKD,2005,12.43
North Macedonia,MKD,2006,13.444
North Macedonia,MKD,2007,8.212
North Macedonia,MKD,2008,7.02
North Macedonia,MKD,2009,10.732
North Macedonia,MKD,2010,18.931
North Macedonia,MKD,2011,11.072
North Macedonia,MKD,2012,8.618
North Macedonia,MKD,2013,13.659
North Macedonia,MKD,2014,11.845
North Macedonia,MKD,2015,17.611
North Macedonia,MKD,2016,17.188
North Macedonia,MKD,2017,11.098
North Macedonia,MKD,2018,16.821
North Macedonia,MKD,2019,10.707
Norway,NOR,1965,66.502
Norway,NOR,1966,63.971
Norway,NOR,1967,65.187
Norway,NOR,1968,65.743
Norway,NOR,1969,62.426
Norway,NOR,1970,60.02
Norway,NOR,1971,62.513
Norway,NOR,1972,62.848
Norway,NOR,1973,64.158
Norway,NOR,1974,66.946
Norway,NOR,1975,66.598
Norway,NOR,1976,65.944
Norway,NOR,1977,62.82
Norway,NOR,1978,62.729
Norway,NOR,1979,64.445
Norway,NOR,1980,63.822
Norway,NOR,1981,67.236
Norway,NOR,1982,67.812
Norway,NOR,1983,70.602
Norway,NOR,1984,69.836
Norway,NOR,1985,68.189
Norway,NOR,1986,65.58
Norway,NOR,1987,67.065
Norway,NOR,1988,68.65
Norway,NOR,1989,70.149
Norway,NOR,1990,71.18
Norway,NOR,1991,70.144
Norway,NOR,1992,70.581
Norway,NOR,1993,69.875
Norway,NOR,1994,67.675
Norway,NOR,1995,69.499
Norway,NOR,1996,64.591
Norway,NOR,1997,64.9
Norway,NOR,1998,65.822
Norway,NOR,1999,67.375
Norway,NOR,2000,71.128
Norway,NOR,2001,66.194
Norway,NOR,2002,67.96
Norway,NOR,2003,62.353
Norway,NOR,2004,62.782
Norway,NOR,2005,68.394
Norway,NOR,2006,65.359
Norway,NOR,2007,67.886
Norway,NOR,2008,68.561
Norway,NOR,2009,66.438
Norway,NOR,2010,63.742
Norway,NOR,2011,64.769
Norway,NOR,2012,68.452
Norway,NOR,2013,66.036
Norway,NOR,2014,67.58
Norway,NOR,2015,67.356
Norway,NOR,2016,68.478
Norway,NOR,2017,67.931
Norway,NOR,2018,67.264
Norway,NOR,2019,66.18
Oman,OMN,1965,0
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0.001
Oman,OMN,2014,0.001
Oman,OMN,2015,0.003
Oman,OMN,2016,0.003
Oman,OMN,2017,0.002
Oman,OMN,2018,0.002
Oman,OMN,2019,0.002
Pakistan,PAK,1965,7.456
Pakistan,PAK,1966,7.4
Pakistan,PAK,1967,7.924
Pakistan,PAK,1968,8.392
Pakistan,PAK,1969,8.814
Pakistan,PAK,1970,7.922
Pakistan,PAK,1971,10.786
Pakistan,PAK,1972,13.354
Pakistan,PAK,1973,13.699
Pakistan,PAK,1974,13.285
Pakistan,PAK,1975,14.181
Pakistan,PAK,1976,14.801
