Entity,Code,Year,Low-carbon energy (TWh growth – sub method)
Czechia,CZE,1992,1.197
Czechia,CZE,1993,1.569
Czechia,CZE,1994,1.469
Czechia,CZE,1995,-0.303
Czechia,CZE,1996,1.317
Czechia,CZE,1997,-1.178
Czechia,CZE,1998,1.317
Czechia,CZE,1999,1.556
Czechia,CZE,2000,0.4
Czechia,CZE,2001,3.722
Czechia,CZE,2002,11.779
Czechia,CZE,2003,16.027
Czechia,CZE,2004,2.729
Czechia,CZE,2005,-3.609
Czechia,CZE,2006,4.293
Czechia,CZE,2007,-0.477
Czechia,CZE,2008,1.423
Czechia,CZE,2009,3.669
Czechia,CZE,2010,4.698
Czechia,CZE,2011,4.027
Czechia,CZE,2012,6.835
Czechia,CZE,2013,3.597
Czechia,CZE,2014,-2.272
Czechia,CZE,2015,-8.772
Czechia,CZE,2016,-7.495
Czechia,CZE,2017,10.652
Czechia,CZE,2018,2.846
Czechia,CZE,2019,1.704
Denmark,DNK,1966,0.003
Denmark,DNK,1967,-0.003
Denmark,DNK,1968,-0.011
Denmark,DNK,1969,0.003
Denmark,DNK,1970,0.006
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,-0.008
Denmark,DNK,1976,-0.006
Denmark,DNK,1977,0.019
Denmark,DNK,1978,0.011
Denmark,DNK,1979,0.014
Denmark,DNK,1980,0.027
Denmark,DNK,1981,0.004
Denmark,DNK,1982,0.008
Denmark,DNK,1983,0.124
Denmark,DNK,1984,0.008
Denmark,DNK,1985,0.058
Denmark,DNK,1986,0.245
Denmark,DNK,1987,0.164
Denmark,DNK,1988,0.39
Denmark,DNK,1989,0.48
Denmark,DNK,1990,0.753
Denmark,DNK,1991,0.756
Denmark,DNK,1992,0.954
Denmark,DNK,1993,0.904
Denmark,DNK,1994,-0.13
Denmark,DNK,1995,0.31
Denmark,DNK,1996,0.623
Denmark,DNK,1997,2.363
Denmark,DNK,1998,2.768
Denmark,DNK,1999,1.26
Denmark,DNK,2000,3.314
Denmark,DNK,2001,0.656
Denmark,DNK,2002,2.481
Denmark,DNK,2003,3.389
Denmark,DNK,2004,3.772
Denmark,DNK,2005,0.619
Denmark,DNK,2006,-1.795
Denmark,DNK,2007,2.777
Denmark,DNK,2008,-0.725
Denmark,DNK,2009,-0.252
Denmark,DNK,2010,6.009
Denmark,DNK,2011,4.34
Denmark,DNK,2012,1.467
Denmark,DNK,2013,2.664
Denmark,DNK,2014,4.904
Denmark,DNK,2015,2.168
Denmark,DNK,2016,-1.536
Denmark,DNK,2017,8.375
Denmark,DNK,2018,-2.815
Denmark,DNK,2019,6.407
Ecuador,ECU,1966,0.1
Ecuador,ECU,1967,0.081
Ecuador,ECU,1968,0.039
Ecuador,ECU,1969,0.1
Ecuador,ECU,1970,0.114
Ecuador,ECU,1971,0.097
Ecuador,ECU,1972,0.014
Ecuador,ECU,1973,-0.028
Ecuador,ECU,1974,0.181
Ecuador,ECU,1975,0.356
Ecuador,ECU,1976,-0.064
Ecuador,ECU,1977,-0.131
Ecuador,ECU,1978,0.647
Ecuador,ECU,1979,-0.228
Ecuador,ECU,1980,0.453
Ecuador,ECU,1981,-0.258
Ecuador,ECU,1982,0.322
Ecuador,ECU,1983,2.294
Ecuador,ECU,1984,4.2
Ecuador,ECU,1985,0.128
Ecuador,ECU,1986,2.036
Ecuador,ECU,1987,1.55
Ecuador,ECU,1988,0.711
Ecuador,ECU,1989,0.356
Ecuador,ECU,1990,0.091
Ecuador,ECU,1991,0.248
Ecuador,ECU,1992,-0.284
Ecuador,ECU,1993,2.324
Ecuador,ECU,1994,2.098
Ecuador,ECU,1995,-3.902
Ecuador,ECU,1996,3.286
Ecuador,ECU,1997,0.53
Ecuador,ECU,1998,-0.078
Ecuador,ECU,1999,1.863
Ecuador,ECU,2000,1.207
Ecuador,ECU,2001,-1.629
Ecuador,ECU,2002,1.118
Ecuador,ECU,2003,-1.069
Ecuador,ECU,2004,0.51
Ecuador,ECU,2005,-1.282
Ecuador,ECU,2006,0.656
Ecuador,ECU,2007,5.144
Ecuador,ECU,2008,5.779
Ecuador,ECU,2009,-5.59
Ecuador,ECU,2010,-1.638
Ecuador,ECU,2011,6.439
Ecuador,ECU,2012,2.711
Ecuador,ECU,2013,-3.118
Ecuador,ECU,2014,1.247
Ecuador,ECU,2015,4.082
Ecuador,ECU,2016,6.856
Ecuador,ECU,2017,10.217
Ecuador,ECU,2018,1.175
Ecuador,ECU,2019,10.074
Egypt,EGY,1966,0.258
Egypt,EGY,1967,0.393
Egypt,EGY,1968,2.873
Egypt,EGY,1969,2.75
Egypt,EGY,1970,1.94
Egypt,EGY,1971,0.994
Egypt,EGY,1972,0.319
Egypt,EGY,1973,-0.025
Egypt,EGY,1974,2.676
Egypt,EGY,1975,1.878
Egypt,EGY,1976,3.364
Egypt,EGY,1977,2.873
Egypt,EGY,1978,2.48
Egypt,EGY,1979,-0.896
Egypt,EGY,1980,0.54
Egypt,EGY,1981,1.142
Egypt,EGY,1982,0.773
Egypt,EGY,1983,-1.878
Egypt,EGY,1984,-0.516
Egypt,EGY,1985,-1.339
Egypt,EGY,1986,-0.489
Egypt,EGY,1987,-0.007
Egypt,EGY,1988,-0.39
Egypt,EGY,1989,1.828
Egypt,EGY,1990,1.294
Egypt,EGY,1991,-0.103
Egypt,EGY,1992,-0.322
Egypt,EGY,1993,0.813
Egypt,EGY,1994,1.765
Egypt,EGY,1995,1.289
Egypt,EGY,1996,0.811
Egypt,EGY,1997,0.797
Egypt,EGY,1998,0.926
Egypt,EGY,1999,3.744
Egypt,EGY,2000,2.239
Egypt,EGY,2001,0.666
Egypt,EGY,2002,-1.317
Egypt,EGY,2003,-2.925
Egypt,EGY,2004,0.07
Egypt,EGY,2005,-0.717
Egypt,EGY,2006,0.407
Egypt,EGY,2007,3.736
Egypt,EGY,2008,2.78
Egypt,EGY,2009,-3.45
Egypt,EGY,2010,-1.341
Egypt,EGY,2011,0.654
Egypt,EGY,2012,0.125
Egypt,EGY,2013,-0.306
Egypt,EGY,2014,-0.441
Egypt,EGY,2015,1.966
Egypt,EGY,2016,1.056
Egypt,EGY,2017,-0.988
Egypt,EGY,2018,2.434
Egypt,EGY,2019,7.16
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.017
Estonia,EST,1996,-0.003
Estonia,EST,1997,0.008
Estonia,EST,1998,0.011
Estonia,EST,1999,0.011
Estonia,EST,2000,0.006
Estonia,EST,2001,0
Estonia,EST,2002,0.045
Estonia,EST,2003,0.029
Estonia,EST,2004,0.041
Estonia,EST,2005,0.129
Estonia,EST,2006,0.05
Estonia,EST,2007,0.053
Estonia,EST,2008,0.13
Estonia,EST,2009,0.894
Estonia,EST,2010,1.308
Estonia,EST,2011,0.333
Estonia,EST,2012,0.744
Estonia,EST,2013,-0.673
Estonia,EST,2014,0.364
Estonia,EST,2015,0.367
Estonia,EST,2016,-0.03
Estonia,EST,2017,2.281
Estonia,EST,2018,-1.356
Estonia,EST,2019,0.079
Europe,,1966,82.168
Europe,,1967,12.122
Europe,,1968,45.055
Europe,,1969,6.823
Europe,,1970,56.271
Europe,,1971,27.507
Europe,,1972,85.574
Europe,,1973,35.793
Europe,,1974,120.44
Europe,,1975,105.493
Europe,,1976,-31.307
Europe,,1977,292.152
Europe,,1978,55.152
Europe,,1979,124.699
Europe,,1980,57.442
Europe,,1981,246.986
Europe,,1982,76.774
Europe,,1983,215.217
Europe,,1984,328.194
Europe,,1985,514.82
Europe,,1986,79.302
Europe,,1987,203.932
Europe,,1988,322.794
Europe,,1989,-91.706
Europe,,1990,60.967
Europe,,1991,96.726
Europe,,1992,68.814
Europe,,1993,167.572
Europe,,1994,0.995
Europe,,1995,100.543
Europe,,1996,111.125
Europe,,1997,105.124
Europe,,1998,71.82
Europe,,1999,44.707
Europe,,2000,114.897
Europe,,2001,65.806
Europe,,2002,-81.504
Europe,,2003,-53.027
Europe,,2004,203.145
Europe,,2005,15.21
Europe,,2006,20.616
Europe,,2007,-51.804
Europe,,2008,152.942
Europe,,2009,-69.422
Europe,,2010,334.66
Europe,,2011,-80.053
Europe,,2012,238.516
Europe,,2013,162.717
Europe,,2014,51.286
Europe,,2015,82.622
Europe,,2016,-24.511
Europe,,2017,-4.829
Europe,,2018,232.268
Europe,,2019,126.535
Finland,FIN,1966,2.854
Finland,FIN,1967,3.468
Finland,FIN,1968,-3.168
Finland,FIN,1969,-4.843
Finland,FIN,1970,2.163
Finland,FIN,1971,3.213
Finland,FIN,1972,-0.836
Finland,FIN,1973,0.556
Finland,FIN,1974,5.898
Finland,FIN,1975,-1.372
Finland,FIN,1976,-7.576
Finland,FIN,1977,14.839
Finland,FIN,1978,-4.955
Finland,FIN,1979,12.571
Finland,FIN,1980,-1.041
Finland,FIN,1981,30.63
Finland,FIN,1982,4.25
Finland,FIN,1983,3.972
Finland,FIN,1984,2.238
Finland,FIN,1985,-2.007
Finland,FIN,1986,0.207
Finland,FIN,1987,5.473
Finland,FIN,1988,-1.458
Finland,FIN,1989,-2.201
Finland,FIN,1990,8.642
Finland,FIN,1991,6.874
Finland,FIN,1992,4.482
Finland,FIN,1993,0.108
Finland,FIN,1994,-4.669
Finland,FIN,1995,2.982
Finland,FIN,1996,-3.427
Finland,FIN,1997,9.845
Finland,FIN,1998,15.094
Finland,FIN,1999,-5.709
Finland,FIN,2000,4.634
Finland,FIN,2001,-5.077
Finland,FIN,2002,-6.783
Finland,FIN,2003,-1.611
Finland,FIN,2004,17.026
Finland,FIN,2005,-5.522
Finland,FIN,2006,-4.112
Finland,FIN,2007,5.718
Finland,FIN,2008,8.034
Finland,FIN,2009,-14.483
Finland,FIN,2010,3.634
Finland,FIN,2011,0.788
Finland,FIN,2012,9.934
Finland,FIN,2013,-6.397
Finland,FIN,2014,3.563
Finland,FIN,2015,9.039
Finland,FIN,2016,-4.402
Finland,FIN,2017,0.909
Finland,FIN,2018,-2.021
Finland,FIN,2019,0.549
France,FRA,1966,17.265
France,FRA,1967,-16.486
France,FRA,1968,17.708
France,FRA,1969,8.821
France,FRA,1970,17.093
France,FRA,1971,-11.626
France,FRA,1972,14.889
France,FRA,1973,-2.612
France,FRA,1974,23.667
France,FRA,1975,20.151
France,FRA,1976,-39.156
France,FRA,1977,83.231
France,FRA,1978,12.755
France,FRA,1979,21.203
France,FRA,1980,67.738
France,FRA,1981,129.902
France,FRA,1982,5.577
France,FRA,1983,95.115
France,FRA,1984,120.233
France,FRA,1985,82.386
France,FRA,1986,85.064
France,FRA,1987,54.249
France,FRA,1988,44.593
France,FRA,1989,-4.991
France,FRA,1990,47.904
France,FRA,1991,58.845
France,FRA,1992,51.444
France,FRA,1993,71.202
France,FRA,1994,17.058
France,FRA,1995,33.275
France,FRA,1996,37.353
France,FRA,1997,-9.967
France,FRA,1998,-25.968
France,FRA,1999,47.049
France,FRA,2000,42.019
France,FRA,2001,30.636
France,FRA,2002,-2.802
France,FRA,2003,-0.518
France,FRA,2004,13.384
France,FRA,2005,-17.69
France,FRA,2006,5.323
France,FRA,2007,-18.688
France,FRA,2008,21.924
France,FRA,2009,-95.443
France,FRA,2010,62.968
France,FRA,2011,-8.215
France,FRA,2012,-1.267
France,FRA,2013,23.796
France,FRA,2014,14.062
France,FRA,2015,-11.386
France,FRA,2016,-74.08
France,FRA,2017,-35.595
France,FRA,2018,81.086
France,FRA,2019,-32.638
Germany,DEU,1966,4.083
Germany,DEU,1967,0.218
Germany,DEU,1968,2.188
Germany,DEU,1969,-0.04
Germany,DEU,1970,17.492
Germany,DEU,1971,-11.876
Germany,DEU,1972,8.54
Germany,DEU,1973,12.894
Germany,DEU,1974,13.291
Germany,DEU,1975,25.412
Germany,DEU,1976,6.488
Germany,DEU,1977,42.851
Germany,DEU,1978,9.636
Germany,DEU,1979,23.162
Germany,DEU,1980,13.148
Germany,DEU,1981,29.521
Germany,DEU,1982,24.197
Germany,DEU,1983,6.535
Germany,DEU,1984,72.566
Germany,DEU,1985,92.352
Germany,DEU,1986,-19.523
Germany,DEU,1987,35.717
Germany,DEU,1988,41.749
Germany,DEU,1989,8.735
Germany,DEU,1990,-28.744
Germany,DEU,1991,-18.111
Germany,DEU,1992,40.19
Germany,DEU,1993,-12.706
Germany,DEU,1994,-1.186
Germany,DEU,1995,13.925
Germany,DEU,1996,15.205
Germany,DEU,1997,28.037
Germany,DEU,1998,-16.995
Germany,DEU,1999,32.118
Germany,DEU,2000,26.077
Germany,DEU,2001,1.59
Germany,DEU,2002,-1.266
Germany,DEU,2003,-0.847
Germany,DEU,2004,34.393
Germany,DEU,2005,10.347
Germany,DEU,2006,44.113
Germany,DEU,2007,-26.603
Germany,DEU,2008,26.621
Germany,DEU,2009,-35.314
Germany,DEU,2010,37.207
Germany,DEU,2011,-38.148
Germany,DEU,2012,26.408
Germany,DEU,2013,9.912
Germany,DEU,2014,23.219
Germany,DEU,2015,46.912
Germany,DEU,2016,-19.893
Germany,DEU,2017,42.372
Germany,DEU,2018,17.196
Germany,DEU,2019,43.352
Greece,GRC,1966,2.581
Greece,GRC,1967,-0.194
Greece,GRC,1968,-0.811
Greece,GRC,1969,1.908
Greece,GRC,1970,1.614
Greece,GRC,1971,0.044
Greece,GRC,1972,0.069
Greece,GRC,1973,-1.261
Greece,GRC,1974,0.344
Greece,GRC,1975,-0.922
Greece,GRC,1976,-0.378
Greece,GRC,1977,0.119
Greece,GRC,1978,2.961
Greece,GRC,1979,1.606
Greece,GRC,1980,-0.447
Greece,GRC,1981,0.006
Greece,GRC,1982,0.428
Greece,GRC,1983,-3.392
Greece,GRC,1984,1.45
Greece,GRC,1985,-0.158
Greece,GRC,1986,1.194
Greece,GRC,1987,-1.261
Greece,GRC,1988,-1.15
Greece,GRC,1989,-1.294
Greece,GRC,1990,-0.361
Greece,GRC,1991,3.694
Greece,GRC,1992,-2.469
Greece,GRC,1993,0.328
Greece,GRC,1994,0.853
Greece,GRC,1995,2.575
Greece,GRC,1996,2.278
Greece,GRC,1997,-1.292
Greece,GRC,1998,-0.358
Greece,GRC,1999,2.681
Greece,GRC,2000,-1.697
Greece,GRC,2001,-3.42
Greece,GRC,2002,1.716
Greece,GRC,2003,6.244
Greece,GRC,2004,-0.035
Greece,GRC,2005,1.214
Greece,GRC,2006,3.294
Greece,GRC,2007,-8.323
Greece,GRC,2008,2.976
Greece,GRC,2009,6.294
Greece,GRC,2010,5.962
Greece,GRC,2011,-6.332
Greece,GRC,2012,5.044
Greece,GRC,2013,10.59
Greece,GRC,2014,-5.748
Greece,GRC,2015,6.578
Greece,GRC,2016,-0.114
Greece,GRC,2017,-2.95
Greece,GRC,2018,5.632
Greece,GRC,2019,-1.594
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.002
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0.001
Hong Kong,HKG,2010,0.241
Hong Kong,HKG,2011,-0.037
Hong Kong,HKG,2012,0.028
Hong Kong,HKG,2013,0.006
Hong Kong,HKG,2014,0.027
Hong Kong,HKG,2015,-0.007
Hong Kong,HKG,2016,-0.002
Hong Kong,HKG,2017,0.016
Hong Kong,HKG,2018,-0.024
Hong Kong,HKG,2019,0.026
Hungary,HUN,1966,0.069
Hungary,HUN,1967,-0.05
Hungary,HUN,1968,0.019
Hungary,HUN,1969,0.017
Hungary,HUN,1970,-0.019
Hungary,HUN,1971,0.022
Hungary,HUN,1972,0.039
Hungary,HUN,1973,-0.025
Hungary,HUN,1974,-0.056
Hungary,HUN,1975,0.228
Hungary,HUN,1976,0.006
Hungary,HUN,1977,-0.044
Hungary,HUN,1978,-0.031
Hungary,HUN,1979,0.022
Hungary,HUN,1980,-0.094
Hungary,HUN,1981,0.156
Hungary,HUN,1982,-0.025
Hungary,HUN,1983,6.858
Hungary,HUN,1984,3.664
Hungary,HUN,1985,7.467
Hungary,HUN,1986,2.619
Hungary,HUN,1987,9.936
Hungary,HUN,1988,6.831
Hungary,HUN,1989,1.208
Hungary,HUN,1990,-0.342
Hungary,HUN,1991,0.05
Hungary,HUN,1992,0.622
Hungary,HUN,1993,-0.464
Hungary,HUN,1994,0.706
Hungary,HUN,1995,-0.028
Hungary,HUN,1996,0.533
Hungary,HUN,1997,-0.556
Hungary,HUN,1998,-0.203
Hungary,HUN,1999,0.494
Hungary,HUN,2000,0.225
Hungary,HUN,2001,-0.371
Hungary,HUN,2002,-0.785
Hungary,HUN,2003,-7.989
Hungary,HUN,2004,3.869
Hungary,HUN,2005,7.454
Hungary,HUN,2006,-2.27
Hungary,HUN,2007,4.016
Hungary,HUN,2008,1.35
Hungary,HUN,2009,2.727
Hungary,HUN,2010,0.886
Hungary,HUN,2011,-1.286
Hungary,HUN,2012,-0.167
Hungary,HUN,2013,-1.01
Hungary,HUN,2014,1.355
Hungary,HUN,2015,0.384
Hungary,HUN,2016,0.34
Hungary,HUN,2017,0.381
Hungary,HUN,2018,-0.546
Hungary,HUN,2019,3.018
Iceland,ISL,1966,-0.047
Iceland,ISL,1967,0.113
Iceland,ISL,1968,0.062
Iceland,ISL,1969,0.486
Iceland,ISL,1970,1.564
Iceland,ISL,1971,0.352
Iceland,ISL,1972,0.48
Iceland,ISL,1973,1.336
Iceland,ISL,1974,0.163
Iceland,ISL,1975,-0.111
Iceland,ISL,1976,0.402
Iceland,ISL,1977,0.465
Iceland,ISL,1978,0.243
Iceland,ISL,1979,0.671
Iceland,ISL,1980,0.648
Iceland,ISL,1981,0.305
Iceland,ISL,1982,0.996
Iceland,ISL,1983,0.538
Iceland,ISL,1984,0.421
Iceland,ISL,1985,-0.214
Iceland,ISL,1986,0.611
Iceland,ISL,1987,0.261
Iceland,ISL,1988,0.726
Iceland,ISL,1989,0.17
Iceland,ISL,1990,-0.095
Iceland,ISL,1991,-0.044
Iceland,ISL,1992,0.315
Iceland,ISL,1993,0.503
Iceland,ISL,1994,0.146
Iceland,ISL,1995,0.549
Iceland,ISL,1996,0.389
Iceland,ISL,1997,1.303
Iceland,ISL,1998,1.927
Iceland,ISL,1999,2.526
Iceland,ISL,2000,1.377
Iceland,ISL,2001,0.828
Iceland,ISL,2002,0.893
Iceland,ISL,2003,0.086
Iceland,ISL,2004,0.197
Iceland,ISL,2005,0.014
Iceland,ISL,2006,3.187
Iceland,ISL,2007,5.287
Iceland,ISL,2008,11.658
Iceland,ISL,2009,0.695
Iceland,ISL,2010,0.316
Iceland,ISL,2011,0.12
Iceland,ISL,2012,0.6
Iceland,ISL,2013,1.18
Iceland,ISL,2014,-0.261
Iceland,ISL,2015,1.433
Iceland,ISL,2016,-0.906
Iceland,ISL,2017,1.452
Iceland,ISL,2018,1.186
Iceland,ISL,2019,-1.033
India,IND,1966,2.357
India,IND,1967,6.617
India,IND,1968,9.588
India,IND,1969,9.931
India,IND,1970,6.445
India,IND,1971,7.255
India,IND,1972,-2.86
India,IND,1973,8.704
India,IND,1974,-4.051
India,IND,1975,18.918
India,IND,1976,6.506
India,IND,1977,8.262
India,IND,1978,31.415
India,IND,1979,-5.34
India,IND,1980,3.818
India,IND,1981,10.165
India,IND,1982,-26.48
India,IND,1983,-2.492
India,IND,1984,18.341
India,IND,1985,-3.892
India,IND,1986,3.523
India,IND,1987,-9.183
India,IND,1988,17.8
India,IND,1989,18.611
India,IND,1990,15.19
India,IND,1991,18.558
India,IND,1992,-7.968
India,IND,1993,1.761
India,IND,1994,23.396
India,IND,1995,-3.145
India,IND,1996,-15.27
India,IND,1997,8.775
India,IND,1998,42.008
India,IND,1999,2.039
India,IND,2000,-5.494
India,IND,2001,-4.328
India,IND,2002,-9.78
India,IND,2003,0.136
India,IND,2004,100.436
India,IND,2005,-16.32
India,IND,2006,51.377
India,IND,2007,35.865
India,IND,2008,-16.844
India,IND,2009,-10.857
India,IND,2010,35.394
India,IND,2011,102.129
India,IND,2012,-22.632
India,IND,2013,55.474
India,IND,2014,35.981
India,IND,2015,-3.078
India,IND,2016,20.819
India,IND,2017,61.464
India,IND,2018,68.41
India,IND,2019,97.325
Indonesia,IDN,1966,1.522
Indonesia,IDN,1967,0.81
Indonesia,IDN,1968,1.743
Indonesia,IDN,1969,0.417
Indonesia,IDN,1970,2.062
Indonesia,IDN,1971,-7.795
Indonesia,IDN,1972,-0.405
Indonesia,IDN,1973,0.896
Indonesia,IDN,1974,0.466
Indonesia,IDN,1975,0.233
Indonesia,IDN,1976,-2.075
Indonesia,IDN,1977,1.952
Indonesia,IDN,1978,-1.399
Indonesia,IDN,1979,0.393
Indonesia,IDN,1980,-0.368
Indonesia,IDN,1981,-0.012
Indonesia,IDN,1982,0.319
Indonesia,IDN,1983,1.927
Indonesia,IDN,1984,0.528
Indonesia,IDN,1985,1.399
Indonesia,IDN,1986,4.689
Indonesia,IDN,1987,0.356
Indonesia,IDN,1988,1.252
Indonesia,IDN,1989,3.462
Indonesia,IDN,1990,3.722
Indonesia,IDN,1991,2.335
Indonesia,IDN,1992,6.307
Indonesia,IDN,1993,-2.078
Indonesia,IDN,1994,-1.101
Indonesia,IDN,1995,2.552
Indonesia,IDN,1996,1.838
Indonesia,IDN,1997,-7.148
Indonesia,IDN,1998,14.044
Indonesia,IDN,1999,1.863
Indonesia,IDN,2000,1.577
Indonesia,IDN,2001,7.462
Indonesia,IDN,2002,-4.464
Indonesia,IDN,2003,-2.397
Indonesia,IDN,2004,2.274
Indonesia,IDN,2005,2.411
Indonesia,IDN,2006,-3.063
Indonesia,IDN,2007,5.508
Indonesia,IDN,2008,3.728
Indonesia,IDN,2009,3.402
Indonesia,IDN,2010,15.867
Indonesia,IDN,2011,-12.038
Indonesia,IDN,2012,3.658
Indonesia,IDN,2013,13.556
Indonesia,IDN,2014,4.065
Indonesia,IDN,2015,-12.151
Indonesia,IDN,2016,32.905
Indonesia,IDN,2017,0.739
Indonesia,IDN,2018,9.476
Indonesia,IDN,2019,38.456
Iran,IRN,1966,0.356
Iran,IRN,1967,0.393
Iran,IRN,1968,0.417
Iran,IRN,1969,0.454
Iran,IRN,1970,0.491
Iran,IRN,1971,0.516
Iran,IRN,1972,2.32
Iran,IRN,1973,-1.485
Iran,IRN,1974,0.835
Iran,IRN,1975,0.454
Iran,IRN,1976,1.129
Iran,IRN,1977,0.356
Iran,IRN,1978,6.236
Iran,IRN,1979,-2.296
Iran,IRN,1980,0.552
Iran,IRN,1981,1.424
Iran,IRN,1982,0.835
Iran,IRN,1983,-0.381
Iran,IRN,1984,-1.129
Iran,IRN,1985,0.133
Iran,IRN,1986,3.197
Iran,IRN,1987,2.128
Iran,IRN,1988,1.194
Iran,IRN,1989,-4.206
Iran,IRN,1990,1.803
Iran,IRN,1991,-4.928
Iran,IRN,1992,9.992
Iran,IRN,1993,3.692
Iran,IRN,1994,-10.103
Iran,IRN,1995,3.964
Iran,IRN,1996,1.364
Iran,IRN,1997,-7.981
Iran,IRN,1998,4.297
Iran,IRN,1999,-6.417
Iran,IRN,2000,-3.779
Iran,IRN,2001,0.864
Iran,IRN,2002,10.583
Iran,IRN,2003,4.145
Iran,IRN,2004,6.232
Iran,IRN,2005,6.626
Iran,IRN,2006,10.755
Iran,IRN,2007,-1.731
Iran,IRN,2008,-27.926
Iran,IRN,2009,-1.916
Iran,IRN,2010,9.068
Iran,IRN,2011,1.283
Iran,IRN,2012,8.008
Iran,IRN,2013,12.504
Iran,IRN,2014,-1.028
Iran,IRN,2015,-4.916
Iran,IRN,2016,12.641
Iran,IRN,2017,5.719
Iran,IRN,2018,-14.87
Iran,IRN,2019,42.316
Iraq,IRQ,1966,0.061
Iraq,IRQ,1967,0.037
Iraq,IRQ,1968,0.061
Iraq,IRQ,1969,0.037
Iraq,IRQ,1970,0.086
Iraq,IRQ,1971,0.077
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0.25
Iraq,IRQ,1974,0.306
Iraq,IRQ,1975,0.169
Iraq,IRQ,1976,-0.006
Iraq,IRQ,1977,0.297
Iraq,IRQ,1978,0.394
Iraq,IRQ,1979,0.9
Iraq,IRQ,1980,-0.95
Iraq,IRQ,1981,-0.222
Iraq,IRQ,1982,-0.028
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0.028
Iraq,IRQ,1985,0
Iraq,IRQ,1986,-0.028
Iraq,IRQ,1987,5.556
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,5.695
Iraq,IRQ,1991,-6.959
Iraq,IRQ,1992,8.539
Iraq,IRQ,1993,2.619
Iraq,IRQ,1994,0.239
Iraq,IRQ,1995,2.422
Iraq,IRQ,1996,-1.751
Iraq,IRQ,1997,0.33
Iraq,IRQ,1998,-1.14
Iraq,IRQ,1999,-7.329
Iraq,IRQ,2000,-1.007
Iraq,IRQ,2001,1.334
Iraq,IRQ,2002,2.29
Iraq,IRQ,2003,0.453
Iraq,IRQ,2004,2.608
Iraq,IRQ,2005,-2.401
Iraq,IRQ,2006,0.176
Iraq,IRQ,2007,-1.211
Iraq,IRQ,2008,-4.389
Iraq,IRQ,2009,-0.315
Iraq,IRQ,2010,2.001
Iraq,IRQ,2011,-0.616
Iraq,IRQ,2012,2.516
Iraq,IRQ,2013,0.593
Iraq,IRQ,2014,-4.557
Iraq,IRQ,2015,-0.775
Iraq,IRQ,2016,2.036
Iraq,IRQ,2017,-3.039
Iraq,IRQ,2018,-0.923
Iraq,IRQ,2019,1.617
Ireland,IRL,1966,-0.258
Ireland,IRL,1967,-0.129
Ireland,IRL,1968,-0.097
Ireland,IRL,1969,-0.517
Ireland,IRL,1970,0.614
Ireland,IRL,1971,-0.937
Ireland,IRL,1972,0.614
Ireland,IRL,1973,-0.129
Ireland,IRL,1974,0.42
Ireland,IRL,1975,-0.743
Ireland,IRL,1976,0.194
Ireland,IRL,1977,0.42
Ireland,IRL,1978,-0.129
Ireland,IRL,1979,0.355
Ireland,IRL,1980,0.032
Ireland,IRL,1981,0.065
Ireland,IRL,1982,-0.162
Ireland,IRL,1983,-0.065
Ireland,IRL,1984,-0.258
Ireland,IRL,1985,0.42
Ireland,IRL,1986,0.226
Ireland,IRL,1987,-0.646
Ireland,IRL,1988,0.517
Ireland,IRL,1989,-0.485
Ireland,IRL,1990,-0.002
Ireland,IRL,1991,0.136
Ireland,IRL,1992,0.211
Ireland,IRL,1993,-0.117
