Entity,Code,Year,(Percentage)
Ireland,IRL,2013,27.299
Ireland,IRL,2014,26.509
Ireland,IRL,2015,25.303
Ireland,IRL,2016,27.303
Ireland,IRL,2017,27.755
Ireland,IRL,2018,28.191
Ireland,IRL,2019,28.853
Israel,ISR,1965,1.585
Israel,ISR,1966,1.962
Israel,ISR,1967,2.105
Israel,ISR,1968,2.578
Israel,ISR,1969,2.541
Israel,ISR,1970,2.235
Israel,ISR,1971,2.01
Israel,ISR,1972,1.904
Israel,ISR,1973,0.79
Israel,ISR,1974,0.945
Israel,ISR,1975,0.838
Israel,ISR,1976,0.765
Israel,ISR,1977,0.727
Israel,ISR,1978,0.671
Israel,ISR,1979,0.437
Israel,ISR,1980,0.02
Israel,ISR,1981,0.02
Israel,ISR,1982,0.435
Israel,ISR,1983,0.611
Israel,ISR,1984,0.526
Israel,ISR,1985,0.509
Israel,ISR,1986,0.363
Israel,ISR,1987,0.373
Israel,ISR,1988,0.32
Israel,ISR,1989,0.284
Israel,ISR,1990,0.237
Israel,ISR,1991,0.19
Israel,ISR,1992,0.149
Israel,ISR,1993,0.14
Israel,ISR,1994,0.118
Israel,ISR,1995,0.124
Israel,ISR,1996,0.074
Israel,ISR,1997,0.09
Israel,ISR,1998,0.053
Israel,ISR,1999,0.046
Israel,ISR,2000,0.039
Israel,ISR,2001,0.041
Israel,ISR,2002,0.036
Israel,ISR,2003,0.032
Israel,ISR,2004,4.638
Israel,ISR,2005,6.191
Israel,ISR,2006,8.656
Israel,ISR,2007,9.817
Israel,ISR,2008,13.296
Israel,ISR,2009,15.394
Israel,ISR,2010,18.553
Israel,ISR,2011,16.835
Israel,ISR,2012,8.289
Israel,ISR,2013,24.264
Israel,ISR,2014,26.965
Israel,ISR,2015,28.397
Israel,ISR,2016,32.08
Israel,ISR,2017,32.83
Israel,ISR,2018,34.875
Israel,ISR,2019,34.438
Italy,ITA,1965,8.012
Italy,ITA,1966,8.054
Italy,ITA,1967,8.116
Italy,ITA,1968,8.816
Italy,ITA,1969,8.987
Italy,ITA,1970,8.778
Italy,ITA,1971,8.609
Italy,ITA,1972,9.413
Italy,ITA,1973,10.125
Italy,ITA,1974,11.393
Italy,ITA,1975,13.416
Italy,ITA,1976,15.384
Italy,ITA,1977,15.679
Italy,ITA,1978,15.066
Italy,ITA,1979,15.007
Italy,ITA,1980,15.288
Italy,ITA,1981,15.138
Italy,ITA,1982,15.392
Italy,ITA,1983,16.168
Italy,ITA,1984,18.756
Italy,ITA,1985,19.139
Italy,ITA,1986,19.698
Italy,ITA,1987,21.207
Italy,ITA,1988,22.454
Italy,ITA,1989,23.61
Italy,ITA,1990,24.874
Italy,ITA,1991,25.84
Italy,ITA,1992,25.619
Italy,ITA,1993,26.566
Italy,ITA,1994,25.718
Italy,ITA,1995,27.21
Italy,ITA,1996,28.034
Italy,ITA,1997,28.706
Italy,ITA,1998,30.106
Italy,ITA,1999,31.722
Italy,ITA,2000,32.613
Italy,ITA,2001,32.536
Italy,ITA,2002,32.576
Italy,ITA,2003,34.777
Italy,ITA,2004,35.444
Italy,ITA,2005,37.891
Italy,ITA,2006,37.283
Italy,ITA,2007,38.181
Italy,ITA,2008,38.43
Italy,ITA,2009,37.838
Italy,ITA,2010,39.116
Italy,ITA,2011,37.55
Italy,ITA,2012,37.115
Italy,ITA,2013,36.438
Italy,ITA,2014,34.072
Italy,ITA,2015,36.355
Italy,ITA,2016,37.814
Italy,ITA,2017,39.681
Italy,ITA,2018,38.162
Italy,ITA,2019,39.985
Japan,JPN,1965,1.009
Japan,JPN,1966,0.937
Japan,JPN,1967,0.846
Japan,JPN,1968,0.825
Japan,JPN,1969,0.801
Japan,JPN,1970,1.097
Japan,JPN,1971,1.104
Japan,JPN,1972,1.055
Japan,JPN,1973,1.321
Japan,JPN,1974,1.798
Japan,JPN,1975,2.255
Japan,JPN,1976,2.608
Japan,JPN,1977,3.162
Japan,JPN,1978,4.26
Japan,JPN,1979,4.863
Japan,JPN,1980,5.932
Japan,JPN,1981,6.028
Japan,JPN,1982,6.427
Japan,JPN,1983,6.826
Japan,JPN,1984,8.458
Japan,JPN,1985,9
Japan,JPN,1986,9.147
Japan,JPN,1987,9.195
Japan,JPN,1988,9.167
Japan,JPN,1989,9.205
Japan,JPN,1990,9.735
Japan,JPN,1991,10.046
Japan,JPN,1992,10.316
Japan,JPN,1993,10.243
Japan,JPN,1994,10.548
Japan,JPN,1995,10.329
Japan,JPN,1996,10.816
Japan,JPN,1997,11.023
Japan,JPN,1998,11.611
Japan,JPN,1999,11.984
Japan,JPN,2000,12.346
Japan,JPN,2001,12.807
Japan,JPN,2002,12.567
Japan,JPN,2003,13.853
Japan,JPN,2004,13.215
Japan,JPN,2005,13.327
Japan,JPN,2006,14.307
Japan,JPN,2007,15.57
Japan,JPN,2008,16.401
Japan,JPN,2009,16.786
Japan,JPN,2010,17.025
Japan,JPN,2011,20.102
Japan,JPN,2012,22.265
Japan,JPN,2013,22.522
Japan,JPN,2014,23.342
Japan,JPN,2015,22.532
Japan,JPN,2016,22.475
Japan,JPN,2017,22.294
Japan,JPN,2018,22.109
Japan,JPN,2019,20.844
Kazakhstan,KAZ,1985,11.349
Kazakhstan,KAZ,1986,13.432
Kazakhstan,KAZ,1987,13.725
Kazakhstan,KAZ,1988,13.811
Kazakhstan,KAZ,1989,14.491
Kazakhstan,KAZ,1990,15.267
Kazakhstan,KAZ,1991,16.046
Kazakhstan,KAZ,1992,16.715
Kazakhstan,KAZ,1993,18.158
Kazakhstan,KAZ,1994,14.821
Kazakhstan,KAZ,1995,18.948
Kazakhstan,KAZ,1996,18.201
Kazakhstan,KAZ,1997,16.203
Kazakhstan,KAZ,1998,17.048
Kazakhstan,KAZ,1999,20.541
Kazakhstan,KAZ,2000,14.024
Kazakhstan,KAZ,2001,10.944
Kazakhstan,KAZ,2002,11.261
Kazakhstan,KAZ,2003,12.031
Kazakhstan,KAZ,2004,12.533
Kazakhstan,KAZ,2005,15.739
Kazakhstan,KAZ,2006,15.784
Kazakhstan,KAZ,2007,17.139
Kazakhstan,KAZ,2008,16.154
Kazakhstan,KAZ,2009,17.122
Kazakhstan,KAZ,2010,17.268
Kazakhstan,KAZ,2011,17.296
Kazakhstan,KAZ,2012,17.775
Kazakhstan,KAZ,2013,18.384
Kazakhstan,KAZ,2014,20.007
Kazakhstan,KAZ,2015,20.74
Kazakhstan,KAZ,2016,21.044
Kazakhstan,KAZ,2017,21.109
Kazakhstan,KAZ,2018,21.692
Kazakhstan,KAZ,2019,20.792
Kuwait,KWT,1965,21.288
Kuwait,KWT,1966,26.617
Kuwait,KWT,1967,29.698
Kuwait,KWT,1968,34.762
Kuwait,KWT,1969,37.819
Kuwait,KWT,1970,25.359
Kuwait,KWT,1971,26.202
Kuwait,KWT,1972,27.851
Kuwait,KWT,1973,31.266
Kuwait,KWT,1974,34.255
Kuwait,KWT,1975,41.766
Kuwait,KWT,1976,42.587
Kuwait,KWT,1977,45.532
Kuwait,KWT,1978,46.606
Kuwait,KWT,1979,50.847
Kuwait,KWT,1980,43.895
Kuwait,KWT,1981,39.877
Kuwait,KWT,1982,31.28
Kuwait,KWT,1983,31.119
Kuwait,KWT,1984,31.66
Kuwait,KWT,1985,31.166
Kuwait,KWT,1986,37.483
Kuwait,KWT,1987,33.582
Kuwait,KWT,1988,42.328
Kuwait,KWT,1989,46.433
Kuwait,KWT,1990,50.273
Kuwait,KWT,1991,10.523
Kuwait,KWT,1992,30.239
Kuwait,KWT,1993,46.386
Kuwait,KWT,1994,41.575
Kuwait,KWT,1995,51.746
Kuwait,KWT,1996,52.392
Kuwait,KWT,1997,50.15
Kuwait,KWT,1998,42.261
Kuwait,KWT,1999,37.513
Kuwait,KWT,2000,39.717
Kuwait,KWT,2001,38.7
Kuwait,KWT,2002,34.835
Kuwait,KWT,2003,34.021
Kuwait,KWT,2004,33.101
Kuwait,KWT,2005,33.738
Kuwait,KWT,2006,36.025
Kuwait,KWT,2007,33.645
Kuwait,KWT,2008,34.886
Kuwait,KWT,2009,32.79
Kuwait,KWT,2010,35.675
Kuwait,KWT,2011,40.342
Kuwait,KWT,2012,40.143
Kuwait,KWT,2013,39.251
Kuwait,KWT,2014,43.04
Kuwait,KWT,2015,45.102
Kuwait,KWT,2016,45.174
Kuwait,KWT,2017,47.987
Kuwait,KWT,2018,48.443
Kuwait,KWT,2019,51.696
Latvia,LVA,1985,19.957
Latvia,LVA,1986,22.468
Latvia,LVA,1987,25.66
Latvia,LVA,1988,29.248
Latvia,LVA,1989,29.293
Latvia,LVA,1990,29.985
Latvia,LVA,1991,31.255
Latvia,LVA,1992,24.955
Latvia,LVA,1993,18.154
Latvia,LVA,1994,18.775
Latvia,LVA,1995,24.046
Latvia,LVA,1996,23.596
Latvia,LVA,1997,23.533
Latvia,LVA,1998,24.567
Latvia,LVA,1999,27.598
Latvia,LVA,2000,34.187
Latvia,LVA,2001,32.966
Latvia,LVA,2002,37.169
Latvia,LVA,2003,37.413
Latvia,LVA,2004,36.811
Latvia,LVA,2005,34.704
Latvia,LVA,2006,37.743
Latvia,LVA,2007,35.412
Latvia,LVA,2008,34.495
Latvia,LVA,2009,33.438
Latvia,LVA,2010,35.138
Latvia,LVA,2011,34.666
Latvia,LVA,2012,31.625
Latvia,LVA,2013,32.366
Latvia,LVA,2014,31.616
Latvia,LVA,2015,31.161
Latvia,LVA,2016,30.334
Latvia,LVA,2017,25.144
Latvia,LVA,2018,31.72
Latvia,LVA,2019,29.733
Lithuania,LTU,1985,22.655
Lithuania,LTU,1986,24.615
Lithuania,LTU,1987,24.53
Lithuania,LTU,1988,24.393
Lithuania,LTU,1989,23.918
Lithuania,LTU,1990,27.099
Lithuania,LTU,1991,26.526
Lithuania,LTU,1992,24.792
Lithuania,LTU,1993,17.158
Lithuania,LTU,1994,22.959
Lithuania,LTU,1995,24.122
Lithuania,LTU,1996,23.71
Lithuania,LTU,1997,23.721
Lithuania,LTU,1998,19.376
Lithuania,LTU,1999,24.065
Lithuania,LTU,2000,30.99
Lithuania,LTU,2001,27.584
Lithuania,LTU,2002,26.162
Lithuania,LTU,2003,27.071
Lithuania,LTU,2004,26.771
Lithuania,LTU,2005,31.041
Lithuania,LTU,2006,32.094
Lithuania,LTU,2007,34.573
Lithuania,LTU,2008,31.312
Lithuania,LTU,2009,28.68
Lithuania,LTU,2010,44.235
Lithuania,LTU,2011,46.502
Lithuania,LTU,2012,45.228
Lithuania,LTU,2013,39.996
Lithuania,LTU,2014,39.568
Lithuania,LTU,2015,37.923
Lithuania,LTU,2016,33.219
Lithuania,LTU,2017,32.755
Lithuania,LTU,2018,32.751
Lithuania,LTU,2019,31.719
Luxembourg,LUX,1965,0
Luxembourg,LUX,1966,0
Luxembourg,LUX,1967,0
Luxembourg,LUX,1968,0
Luxembourg,LUX,1969,0.064
Luxembourg,LUX,1970,0.153
Luxembourg,LUX,1971,0.32
Luxembourg,LUX,1972,2.48
Luxembourg,LUX,1973,4.679
Luxembourg,LUX,1974,6.192
Luxembourg,LUX,1975,8.63
Luxembourg,LUX,1976,9.865
Luxembourg,LUX,1977,11.129
Luxembourg,LUX,1978,11.766
Luxembourg,LUX,1979,11.968
Luxembourg,LUX,1980,11.428
Luxembourg,LUX,1981,10.342
Luxembourg,LUX,1982,9.159
Luxembourg,LUX,1983,9.296
Luxembourg,LUX,1984,9.327
Luxembourg,LUX,1985,9.947
Luxembourg,LUX,1986,9.945
Luxembourg,LUX,1987,11.993
Luxembourg,LUX,1988,12.18
Luxembourg,LUX,1989,12.056
Luxembourg,LUX,1990,13.415
Luxembourg,LUX,1991,12.979
Luxembourg,LUX,1992,13.487
Luxembourg,LUX,1993,13.827
Luxembourg,LUX,1994,14.487
Luxembourg,LUX,1995,19.035
Luxembourg,LUX,1996,20.3
Luxembourg,LUX,1997,21.256
Luxembourg,LUX,1998,22.23
Luxembourg,LUX,1999,21.817
Luxembourg,LUX,2000,21.006
Luxembourg,LUX,2001,21.791
Luxembourg,LUX,2002,28.491
Luxembourg,LUX,2003,27.501
Luxembourg,LUX,2004,26.884
Luxembourg,LUX,2005,26.056
Luxembourg,LUX,2006,27.75
Luxembourg,LUX,2007,26.682
Luxembourg,LUX,2008,25.589
Luxembourg,LUX,2009,27.228
Luxembourg,LUX,2010,27.813
Luxembourg,LUX,2011,24.629
Luxembourg,LUX,2012,25.544
Luxembourg,LUX,2013,22.705
Luxembourg,LUX,2014,22.21
Luxembourg,LUX,2015,20.841
Luxembourg,LUX,2016,19.477
Luxembourg,LUX,2017,18.261
Luxembourg,LUX,2018,17.207
Luxembourg,LUX,2019,16.846
Malaysia,MYS,1965,0
Malaysia,MYS,1966,0
Malaysia,MYS,1967,0
Malaysia,MYS,1968,0
Malaysia,MYS,1969,0
Malaysia,MYS,1970,0.201
Malaysia,MYS,1971,1.858
Malaysia,MYS,1972,2.3
Malaysia,MYS,1973,2.139
Malaysia,MYS,1974,4.394
Malaysia,MYS,1975,5.1
Malaysia,MYS,1976,5.465
Malaysia,MYS,1977,4.5
Malaysia,MYS,1978,24.269
Malaysia,MYS,1979,24.703
Malaysia,MYS,1980,20.42
Malaysia,MYS,1981,16.741
Malaysia,MYS,1982,19.552
Malaysia,MYS,1983,23.851
Malaysia,MYS,1984,27.485
Malaysia,MYS,1985,26.547
Malaysia,MYS,1986,36.743
Malaysia,MYS,1987,35.54
Malaysia,MYS,1988,34.158
Malaysia,MYS,1989,35.028
Malaysia,MYS,1990,30.732
Malaysia,MYS,1991,37.735
Malaysia,MYS,1992,37.934
Malaysia,MYS,1993,35.721
Malaysia,MYS,1994,33.979
Malaysia,MYS,1995,33.859
Malaysia,MYS,1996,36.51
Malaysia,MYS,1997,38.955
Malaysia,MYS,1998,42.337
Malaysia,MYS,1999,42.562
Malaysia,MYS,2000,47.155
Malaysia,MYS,2001,45.128
Malaysia,MYS,2002,42.774
Malaysia,MYS,2003,42.379
Malaysia,MYS,2004,42.945
Malaysia,MYS,2005,46.014
Malaysia,MYS,2006,46.049
Malaysia,MYS,2007,44.879
Malaysia,MYS,2008,46.714
Malaysia,MYS,2009,44.312
Malaysia,MYS,2010,40.851
Malaysia,MYS,2011,39.762
Malaysia,MYS,2012,40.573
Malaysia,MYS,2013,41.13
Malaysia,MYS,2014,40.852
Malaysia,MYS,2015,42.197
Malaysia,MYS,2016,38.49
Malaysia,MYS,2017,37.952
Malaysia,MYS,2018,35.111
Malaysia,MYS,2019,35.721
Mexico,MEX,1965,27.644
Mexico,MEX,1966,27.565
Mexico,MEX,1967,23.268
Mexico,MEX,1968,22.947
Mexico,MEX,1969,25.921
Mexico,MEX,1970,24.835
Mexico,MEX,1971,24.536
Mexico,MEX,1972,23.732
Mexico,MEX,1973,24.377
Mexico,MEX,1974,23.284
Mexico,MEX,1975,22.163
Mexico,MEX,1976,20.429
Mexico,MEX,1977,20.444
Mexico,MEX,1978,22.821
Mexico,MEX,1979,25.056
Mexico,MEX,1980,24.691
Mexico,MEX,1981,24.237
Mexico,MEX,1982,24.993
Mexico,MEX,1983,26.068
Mexico,MEX,1984,24.949
Mexico,MEX,1985,24.378
Mexico,MEX,1986,22.334
Mexico,MEX,1987,21.995
Mexico,MEX,1988,22.22
Mexico,MEX,1989,20.578
Mexico,MEX,1990,21.153
Mexico,MEX,1991,21.439
Mexico,MEX,1992,21.076
Mexico,MEX,1993,21.034
Mexico,MEX,1994,21.137
Mexico,MEX,1995,21.895
Mexico,MEX,1996,21.633
Mexico,MEX,1997,21.376
Mexico,MEX,1998,21.793
Mexico,MEX,1999,21.723
Mexico,MEX,2000,22.057
Mexico,MEX,2001,22.503
Mexico,MEX,2002,24.732
Mexico,MEX,2003,26.582
Mexico,MEX,2004,27.214
Mexico,MEX,2005,28.069
Mexico,MEX,2006,30.087
Mexico,MEX,2007,29.29
Mexico,MEX,2008,30.174
Mexico,MEX,2009,33.038
Mexico,MEX,2010,32.53
Mexico,MEX,2011,33.278
Mexico,MEX,2012,34.411
Mexico,MEX,2013,36.192
Mexico,MEX,2014,36.878
Mexico,MEX,2015,37.826
Mexico,MEX,2016,38.393
Mexico,MEX,2017,39.228
Mexico,MEX,2018,40.247
Mexico,MEX,2019,42.276
Morocco,MAR,1965,2.777
Morocco,MAR,1966,2.099
Morocco,MAR,1967,1.99
Morocco,MAR,1968,1.854
Morocco,MAR,1969,1.692
Morocco,MAR,1970,1.615
Morocco,MAR,1971,1.569
Morocco,MAR,1972,1.572
Morocco,MAR,1973,1.764
Morocco,MAR,1974,1.894
Morocco,MAR,1975,1.646
Morocco,MAR,1976,1.698
Morocco,MAR,1977,1.651
Morocco,MAR,1978,1.468
Morocco,MAR,1979,1.219
Morocco,MAR,1980,1.067
Morocco,MAR,1981,1.41
Morocco,MAR,1982,1.268
Morocco,MAR,1983,1.303
Morocco,MAR,1984,1.284
Morocco,MAR,1985,1.405
Morocco,MAR,1986,1.316
Morocco,MAR,1987,1.038
Morocco,MAR,1988,1.005
Morocco,MAR,1989,0.675
Morocco,MAR,1990,0.61
Morocco,MAR,1991,0.385
Morocco,MAR,1992,0.226
Morocco,MAR,1993,0.219
Morocco,MAR,1994,0.194
Morocco,MAR,1995,0.125
Morocco,MAR,1996,0.152
Morocco,MAR,1997,0.27
Morocco,MAR,1998,0.289
Morocco,MAR,1999,0.324
Morocco,MAR,2000,0.377
Morocco,MAR,2001,0.345
Morocco,MAR,2002,0.407
Morocco,MAR,2003,0.389
Morocco,MAR,2004,0.439
Morocco,MAR,2005,2.643
Morocco,MAR,2006,3.215
Morocco,MAR,2007,3.661
Morocco,MAR,2008,3.275
Morocco,MAR,2009,3.694
Morocco,MAR,2010,3.6
Morocco,MAR,2011,4.335
Morocco,MAR,2012,5.697
Morocco,MAR,2013,5.386
Morocco,MAR,2014,5.144
Morocco,MAR,2015,5.15
Morocco,MAR,2016,5.178
Morocco,MAR,2017,4.906
Morocco,MAR,2018,4.29
Morocco,MAR,2019,3.701
Netherlands,NLD,1965,3.624
Netherlands,NLD,1966,6.453
Netherlands,NLD,1967,10.784
Netherlands,NLD,1968,16.209
Netherlands,NLD,1969,21.424
Netherlands,NLD,1970,26.735
Netherlands,NLD,1971,33.138
Netherlands,NLD,1972,37.123
Netherlands,NLD,1973,38.809
Netherlands,NLD,1974,43.518
Netherlands,NLD,1975,45.029
Netherlands,NLD,1976,42.867
Netherlands,NLD,1977,43.808
Netherlands,NLD,1978,43.038
Netherlands,NLD,1979,41.478
Netherlands,NLD,1980,40.383
Netherlands,NLD,1981,40.536
Netherlands,NLD,1982,41.881
Netherlands,NLD,1983,44.574
Netherlands,NLD,1984,45.614
Netherlands,NLD,1985,46.61
Netherlands,NLD,1986,44.282
Netherlands,NLD,1987,44.776
Netherlands,NLD,1988,40.356
Netherlands,NLD,1989,41.205
Netherlands,NLD,1990,40.436
Netherlands,NLD,1991,44.279
Netherlands,NLD,1992,42.611
Netherlands,NLD,1993,43.463
Netherlands,NLD,1994,42.433
Netherlands,NLD,1995,41.882
Netherlands,NLD,1996,44.498
Netherlands,NLD,1997,42.454
Netherlands,NLD,1998,41.634
Netherlands,NLD,1999,41.179
Netherlands,NLD,2000,40.764
Netherlands,NLD,2001,40.052
Netherlands,NLD,2002,39.64
Netherlands,NLD,2003,39.646
Netherlands,NLD,2004,39.278
Netherlands,NLD,2005,37.382
Netherlands,NLD,2006,36.649
Netherlands,NLD,2007,35.132
Netherlands,NLD,2008,37.031
Netherlands,NLD,2009,38.478
Netherlands,NLD,2010,41.102
Netherlands,NLD,2011,37.588
Netherlands,NLD,2012,37.299
Netherlands,NLD,2013,38.278
Netherlands,NLD,2014,35.72
Netherlands,NLD,2015,34.888
Netherlands,NLD,2016,35.36
Netherlands,NLD,2017,36.875
Netherlands,NLD,2018,36.105
Netherlands,NLD,2019,37.775
New Zealand,NZL,1965,0
New Zealand,NZL,1966,0
New Zealand,NZL,1967,0
New Zealand,NZL,1968,0
New Zealand,NZL,1969,0
New Zealand,NZL,1970,0.687
New Zealand,NZL,1971,0.834
New Zealand,NZL,1972,1.417
New Zealand,NZL,1973,1.581
New Zealand,NZL,1974,2.285
New Zealand,NZL,1975,2.477
New Zealand,NZL,1976,6.808
New Zealand,NZL,1977,11.096
New Zealand,NZL,1978,10.602
New Zealand,NZL,1979,6.724
New Zealand,NZL,1980,6.09
New Zealand,NZL,1981,7.646
New Zealand,NZL,1982,13.744
New Zealand,NZL,1983,14.365
New Zealand,NZL,1984,17.599
New Zealand,NZL,1985,22.398
New Zealand,NZL,1986,25.16
New Zealand,NZL,1987,23.804
New Zealand,NZL,1988,25.197
New Zealand,NZL,1989,15.575
New Zealand,NZL,1990,24.415
New Zealand,NZL,1991,26.009
New Zealand,NZL,1992,27.474
New Zealand,NZL,1993,25.999
New Zealand,NZL,1994,23.138
New Zealand,NZL,1995,21.261
New Zealand,NZL,1996,23.869
New Zealand,NZL,1997,25.675
New Zealand,NZL,1998,22.619
New Zealand,NZL,1999,25.606
New Zealand,NZL,2000,26.109
New Zealand,NZL,2001,27.754
New Zealand,NZL,2002,25.616
New Zealand,NZL,2003,19.91
New Zealand,NZL,2004,17.604
New Zealand,NZL,2005,16.781
New Zealand,NZL,2006,16.898
New Zealand,NZL,2007,18.71
New Zealand,NZL,2008,17.29
New Zealand,NZL,2009,17.826
New Zealand,NZL,2010,19.108
New Zealand,NZL,2011,17.375
New Zealand,NZL,2012,19.18
New Zealand,NZL,2013,20.052
New Zealand,NZL,2014,21.322
New Zealand,NZL,2015,19.699
New Zealand,NZL,2016,19.306
New Zealand,NZL,2017,19.606
New Zealand,NZL,2018,17.673
New Zealand,NZL,2019,18.853
North America,,1965,27.468
North America,,1966,28.021
North America,,1967,28.487
North America,,1968,28.781
North America,,1969,29.494
North America,,1970,30.021
North America,,1971,30.337
North America,,1972,29.277
North America,,1973,27.984
North America,,1974,27.622
North America,,1975,26.197
North America,,1976,25.275
North America,,1977,24.205
North America,,1978,24.232
North America,,1979,24.719
North America,,1980,24.966
North America,,1981,25.012
North America,,1982,24.578
North America,,1983,23.315
North America,,1984,23.634
North America,,1985,22.929
North America,,1986,21.407
North America,,1987,21.858
North America,,1988,21.997
North America,,1989,22.794
North America,,1990,22.745
North America,,1991,23.218
North America,,1992,23.65
North America,,1993,23.824
North America,,1994,23.915
North America,,1995,24.423
North America,,1996,24.076
North America,,1997,24.061
North America,,1998,23.595
North America,,1999,23.409
North America,,2000,23.836
North America,,2001,23.342
North America,,2002,23.83
North America,,2003,23.36
North America,,2004,23.012
North America,,2005,22.71
North America,,2006,22.72
North America,,2007,23.651
North America,,2008,24.315
North America,,2009,25.234
North America,,2010,25.502
North America,,2011,26.25
North America,,2012,27.894
North America,,2013,28.146
North America,,2014,28.563
North America,,2015,29.542
North America,,2016,29.699
North America,,2017,29.451
North America,,2018,31.352
North America,,2019,32.659
North Macedonia,MKD,1990,0
North Macedonia,MKD,1991,0
North Macedonia,MKD,1992,0
North Macedonia,MKD,1993,0
North Macedonia,MKD,1994,0
North Macedonia,MKD,1995,0
North Macedonia,MKD,1996,0
North Macedonia,MKD,1997,0
North Macedonia,MKD,1998,0.568
North Macedonia,MKD,1999,1.098
North Macedonia,MKD,2000,1.875
North Macedonia,MKD,2001,2.649
North Macedonia,MKD,2002,2.781
North Macedonia,MKD,2003,2.203
North Macedonia,MKD,2004,2.171
North Macedonia,MKD,2005,2.252
North Macedonia,MKD,2006,2.373
North Macedonia,MKD,2007,3.041
North Macedonia,MKD,2008,3.576
North Macedonia,MKD,2009,2.411
North Macedonia,MKD,2010,3.311
North Macedonia,MKD,2011,3.821
North Macedonia,MKD,2012,4.266
North Macedonia,MKD,2013,5.046
North Macedonia,MKD,2014,4.657
North Macedonia,MKD,2015,4.468
North Macedonia,MKD,2016,6.771
North Macedonia,MKD,2017,9.018
North Macedonia,MKD,2018,8.361
North Macedonia,MKD,2019,9.098
Norway,NOR,1965,0
Norway,NOR,1966,0
Norway,NOR,1967,0
Norway,NOR,1968,0
Norway,NOR,1969,0
Norway,NOR,1970,0
Norway,NOR,1971,0
Norway,NOR,1972,0
Norway,NOR,1973,0
Norway,NOR,1974,0
Norway,NOR,1975,0
Norway,NOR,1976,0
Norway,NOR,1977,1.253
Norway,NOR,1978,1.874
Norway,NOR,1979,2.002
Norway,NOR,1980,2.259
Norway,NOR,1981,2.635
Norway,NOR,1982,2.879
Norway,NOR,1983,2.953
Norway,NOR,1984,2.805
Norway,NOR,1985,2.986
Norway,NOR,1986,3.367
Norway,NOR,1987,3.531
Norway,NOR,1988,4.319
Norway,NOR,1989,4.494
Norway,NOR,1990,4.712
Norway,NOR,1991,5.754
Norway,NOR,1992,5.882
Norway,NOR,1993,5.994
Norway,NOR,1994,6.654
Norway,NOR,1995,6.337
Norway,NOR,1996,7.477
Norway,NOR,1997,8.215
Norway,NOR,1998,8.072
Norway,NOR,1999,7.519
Norway,NOR,2000,7.634
Norway,NOR,2001,7.799
Norway,NOR,2002,8.01
Norway,NOR,2003,9.745
Norway,NOR,2004,10.12
Norway,NOR,2005,8.138
Norway,NOR,2006,8.744
Norway,NOR,2007,7.908
Norway,NOR,2008,7.947
Norway,NOR,2009,8.215
Norway,NOR,2010,8.457
Norway,NOR,2011,8.24
Norway,NOR,2012,7.405
Norway,NOR,2013,7.858
Norway,NOR,2014,8.282
Norway,NOR,2015,8.571
Norway,NOR,2016,8.223
Norway,NOR,2017,8.588
Norway,NOR,2018,8.475
Norway,NOR,2019,9.157
Oman,OMN,1965,0
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,18.179
Oman,OMN,1979,26.545
Oman,OMN,1980,37.875
Oman,OMN,1981,42.242
Oman,OMN,1982,34.887
Oman,OMN,1983,46.303
Oman,OMN,1984,40.028
Oman,OMN,1985,49.327
Oman,OMN,1986,61.536
Oman,OMN,1987,61.202
Oman,OMN,1988,63.461
Oman,OMN,1989,58.043
Oman,OMN,1990,50.092
Oman,OMN,1991,38.256
Oman,OMN,1992,43.407
Oman,OMN,1993,43.504
Oman,OMN,1994,47.954
Oman,OMN,1995,50.598
Oman,OMN,1996,53.747
Oman,OMN,1997,60.418
Oman,OMN,1998,61.299
Oman,OMN,1999,57.021
Oman,OMN,2000,66.953
Oman,OMN,2001,66.629
Oman,OMN,2002,64.137
Oman,OMN,2003,66.802
Oman,OMN,2004,65.082
Oman,OMN,2005,67.649
Oman,OMN,2006,69.145
Oman,OMN,2007,70.166
Oman,OMN,2008,65.566
Oman,OMN,2009,67.19
Oman,OMN,2010,67.95
Oman,OMN,2011,69.122
Oman,OMN,2012,69.105
Oman,OMN,2013,68.089
Oman,OMN,2014,67.076
Oman,OMN,2015,68.608
Oman,OMN,2016,67.964
Oman,OMN,2017,62.584
Oman,OMN,2018,60.488
Oman,OMN,2019,59.469
Pakistan,PAK,1965,18.051
Pakistan,PAK,1966,20.245
Pakistan,PAK,1967,21.339
Pakistan,PAK,1968,21.099
Pakistan,PAK,1969,25.875
Pakistan,PAK,1970,28.414
Pakistan,PAK,1971,29.173
Pakistan,PAK,1972,30.667
Pakistan,PAK,1973,32.747
Pakistan,PAK,1974,33.867
Pakistan,PAK,1975,35.3
Pakistan,PAK,1976,35.465
Pakistan,PAK,1977,35.826
Pakistan,PAK,1978,34.431
Pakistan,PAK,1979,35.573
Pakistan,PAK,1980,39.146
Pakistan,PAK,1981,39.695
Pakistan,PAK,1982,39.266
Pakistan,PAK,1983,36.247
Pakistan,PAK,1984,35.137
